Date,Open,High,Low,Close,Adj Close,Volume
2018-01-25,0.180000,0.200000,0.170000,0.195000,0.195000,2592978
2018-01-29,0.195000,0.195000,0.160000,0.160000,0.160000,3034709
2018-01-30,0.155000,0.160000,0.150000,0.155000,0.155000,1554782
2018-01-31,0.150000,0.150000,0.120000,0.145000,0.145000,4007660
2018-02-01,0.145000,0.150000,0.145000,0.145000,0.145000,902477
2018-02-02,0.150000,0.165000,0.140000,0.160000,0.160000,1234178
2018-02-05,0.150000,0.150000,0.130000,0.135000,0.135000,1605446
2018-02-06,0.130000,0.130000,0.110000,0.120000,0.120000,2007702
2018-02-07,0.130000,0.145000,0.130000,0.135000,0.135000,1371123
2018-02-08,0.140000,0.140000,0.140000,0.140000,0.140000,192105
2018-02-09,0.130000,0.140000,0.120000,0.140000,0.140000,1960821
2018-02-12,0.150000,0.150000,0.130000,0.130000,0.130000,759719
2018-02-13,0.140000,0.145000,0.125000,0.125000,0.125000,1336383
2018-02-14,0.135000,0.135000,0.130000,0.135000,0.135000,521625
2018-02-15,0.130000,0.130000,0.125000,0.125000,0.125000,417971
2018-02-16,0.130000,0.130000,0.125000,0.125000,0.125000,123090
2018-02-19,0.140000,0.140000,0.140000,0.140000,0.140000,221784
2018-02-20,0.140000,0.145000,0.140000,0.145000,0.145000,713260
2018-02-21,0.145000,0.145000,0.130000,0.135000,0.135000,283588
2018-02-22,0.135000,0.145000,0.135000,0.140000,0.140000,274967
2018-02-23,0.145000,0.175000,0.145000,0.170000,0.170000,2216339
2018-02-26,0.185000,0.185000,0.175000,0.180000,0.180000,1162866
2018-02-27,0.175000,0.175000,0.160000,0.160000,0.160000,360190
2018-02-28,0.160000,0.170000,0.160000,0.160000,0.160000,1054243
2018-03-01,0.190000,0.190000,0.155000,0.160000,0.160000,1255829
2018-03-02,0.155000,0.185000,0.150000,0.185000,0.185000,987806
2018-03-05,0.185000,0.185000,0.165000,0.175000,0.175000,693671
2018-03-06,0.175000,0.175000,0.160000,0.165000,0.165000,514594
2018-03-07,0.165000,0.165000,0.160000,0.160000,0.160000,65347
2018-03-08,0.160000,0.165000,0.160000,0.165000,0.165000,176442
2018-03-09,0.170000,0.170000,0.155000,0.155000,0.155000,314201
2018-03-12,0.165000,0.165000,0.150000,0.150000,0.150000,558213
2018-03-13,0.155000,0.160000,0.155000,0.155000,0.155000,204477
2018-03-14,0.160000,0.170000,0.155000,0.170000,0.170000,420218
2018-03-15,0.170000,0.170000,0.150000,0.155000,0.155000,783664
2018-03-16,0.160000,0.165000,0.160000,0.165000,0.165000,264970
2018-03-19,0.165000,0.165000,0.160000,0.165000,0.165000,1245220
2018-03-20,0.165000,0.165000,0.160000,0.165000,0.165000,1245220
2018-03-21,0.165000,0.165000,0.165000,0.165000,0.165000,0
2018-03-22,0.160000,0.160000,0.150000,0.155000,0.155000,1353669
2018-03-23,0.150000,0.150000,0.140000,0.145000,0.145000,545276
2018-03-26,0.145000,0.150000,0.145000,0.150000,0.150000,218130
2018-03-27,0.145000,0.150000,0.135000,0.135000,0.135000,809971
2018-03-28,0.135000,0.135000,0.120000,0.125000,0.125000,2313084
2018-03-29,0.130000,0.132500,0.125000,0.125000,0.125000,1236970
2018-04-03,0.130000,0.135000,0.125000,0.125000,0.125000,700714
2018-04-04,0.130000,0.130000,0.125000,0.125000,0.125000,408500
2018-04-05,0.125000,0.127000,0.120000,0.125000,0.125000,403664
2018-04-06,0.125000,0.125000,0.115000,0.120000,0.120000,353664
2018-04-09,0.110000,0.110000,0.099000,0.099000,0.099000,1516794
2018-04-10,0.099000,0.105000,0.096000,0.105000,0.105000,1288536
2018-04-11,0.105000,0.105000,0.099000,0.100000,0.100000,1012706
2018-04-12,0.105000,0.115000,0.100000,0.115000,0.115000,1308446
2018-04-13,0.120000,0.145000,0.120000,0.130000,0.130000,3553116
2018-04-16,0.130000,0.132500,0.125000,0.125000,0.125000,2311029
2018-04-17,0.130000,0.130000,0.115000,0.120000,0.120000,1044856
2018-04-18,0.125000,0.125000,0.120000,0.120000,0.120000,200580
2018-04-19,0.125000,0.125000,0.120000,0.120000,0.120000,450333
2018-04-20,0.120000,0.125000,0.120000,0.120000,0.120000,187418
2018-04-23,0.125000,0.125000,0.115000,0.120000,0.120000,401359
2018-04-24,0.120000,0.120000,0.110000,0.110000,0.110000,729398
2018-04-26,0.110000,0.120000,0.110000,0.115000,0.115000,329414
2018-04-27,0.130000,0.130000,0.115000,0.115000,0.115000,135136
2018-04-30,0.120000,0.120000,0.110000,0.110000,0.110000,383419
2018-05-01,0.110000,0.115000,0.110000,0.110000,0.110000,123800
2018-05-02,0.110000,0.115000,0.110000,0.115000,0.115000,310039
2018-05-03,0.115000,0.115000,0.105000,0.105000,0.105000,330028
2018-05-04,0.110000,0.115000,0.110000,0.110000,0.110000,241156
2018-05-07,0.110000,0.115000,0.110000,0.110000,0.110000,226505
2018-05-08,0.115000,0.115000,0.115000,0.115000,0.115000,28468
2018-05-09,0.115000,0.115000,0.110000,0.110000,0.110000,233043
2018-05-10,0.115000,0.115000,0.115000,0.115000,0.115000,119595
2018-05-11,0.110000,0.110000,0.110000,0.110000,0.110000,12137
2018-05-14,0.115000,0.115000,0.110000,0.110000,0.110000,284135
2018-05-15,0.110000,0.110000,0.110000,0.110000,0.110000,57405
2018-05-16,0.105000,0.105000,0.105000,0.105000,0.105000,537647
2018-05-17,0.105000,0.105000,0.100000,0.100000,0.100000,444980
2018-05-18,0.105000,0.110000,0.105000,0.105000,0.105000,186233
2018-05-21,0.110000,0.120000,0.110000,0.120000,0.120000,644785
2018-05-22,0.135000,0.140000,0.115000,0.120000,0.120000,3394531
2018-05-23,0.130000,0.130000,0.110000,0.110000,0.110000,1246596
2018-05-24,0.115000,0.125000,0.115000,0.120000,0.120000,269012
2018-05-25,0.115000,0.120000,0.110000,0.115000,0.115000,484984
2018-05-28,0.120000,0.120000,0.115000,0.120000,0.120000,397068
2018-05-29,0.120000,0.135000,0.120000,0.130000,0.130000,1332313
2018-05-30,0.130000,0.130000,0.120000,0.120000,0.120000,636232
2018-05-31,0.125000,0.125000,0.125000,0.125000,0.125000,671500
2018-06-01,0.125000,0.130000,0.125000,0.125000,0.125000,1090685
2018-06-04,0.125000,0.125000,0.120000,0.125000,0.125000,249186
2018-06-05,0.125000,0.125000,0.120000,0.125000,0.125000,212019
2018-06-06,0.120000,0.120000,0.110000,0.110000,0.110000,1632369
2018-06-07,0.110000,0.110000,0.110000,0.110000,0.110000,313321
2018-06-08,0.110000,0.115000,0.105000,0.105000,0.105000,1725805
2018-06-12,0.110000,0.110000,0.105000,0.110000,0.110000,245330
2018-06-13,0.110000,0.110000,0.105000,0.105000,0.105000,549363
2018-06-14,0.110000,0.110000,0.100000,0.105000,0.105000,988111
2018-06-15,0.105000,0.105000,0.105000,0.105000,0.105000,496947
2018-06-18,0.110000,0.110000,0.100000,0.100000,0.100000,570634
2018-06-19,0.100000,0.100000,0.096000,0.096000,0.096000,1433610
2018-06-20,0.096000,0.097000,0.093000,0.095000,0.095000,340523
2018-06-21,0.095000,0.100000,0.094000,0.100000,0.100000,564502
2018-06-22,0.098000,0.100000,0.097000,0.100000,0.100000,260500
2018-06-25,0.097000,0.097000,0.096000,0.097000,0.097000,353999
2018-06-26,0.096000,0.096000,0.094000,0.094000,0.094000,306967
2018-06-27,0.096000,0.096000,0.094000,0.094000,0.094000,25090
2018-06-28,0.093000,0.093000,0.090000,0.091000,0.091000,315005
2018-06-29,0.091000,0.093000,0.091000,0.092000,0.092000,421999
2018-07-02,0.092000,0.093000,0.091000,0.093000,0.093000,183124
2018-07-03,0.094000,0.094000,0.093000,0.094000,0.094000,133435
2018-07-04,0.094000,0.098000,0.094000,0.098000,0.098000,166006
2018-07-05,0.099000,0.100000,0.099000,0.100000,0.100000,275020
2018-07-06,0.105000,0.105000,0.105000,0.105000,0.105000,981029
2018-07-09,0.105000,0.115000,0.105000,0.115000,0.115000,979665
2018-07-10,0.115000,0.115000,0.115000,0.115000,0.115000,255522
2018-07-11,0.115000,0.120000,0.110000,0.110000,0.110000,1177748
2018-07-12,0.105000,0.105000,0.105000,0.105000,0.105000,102384
2018-07-13,0.110000,0.110000,0.110000,0.110000,0.110000,40000
2018-07-16,0.110000,0.110000,0.110000,0.110000,0.110000,364749
2018-07-17,0.105000,0.105000,0.105000,0.105000,0.105000,374270
2018-07-18,0.105000,0.105000,0.105000,0.105000,0.105000,281598
2018-07-19,0.100000,0.100000,0.099000,0.099000,0.099000,1468140
2018-07-20,0.098000,0.110000,0.098000,0.110000,0.110000,1202517
2018-07-23,0.110000,0.115000,0.110000,0.115000,0.115000,639564
2018-07-24,0.115000,0.115000,0.115000,0.115000,0.115000,42712
2018-07-25,0.110000,0.115000,0.110000,0.110000,0.110000,647032
2018-07-26,0.105000,0.110000,0.100000,0.105000,0.105000,418631
2018-07-27,0.100000,0.105000,0.100000,0.100000,0.100000,516394
2018-07-30,0.105000,0.105000,0.100000,0.100000,0.100000,209500
2018-07-31,0.100000,0.105000,0.100000,0.100000,0.100000,707619
2018-08-01,0.099000,0.105000,0.099000,0.100000,0.100000,577430
2018-08-02,0.100000,0.105000,0.100000,0.105000,0.105000,187100
2018-08-03,0.105000,0.105000,0.098000,0.098000,0.098000,625903
2018-08-06,0.100000,0.105000,0.100000,0.100000,0.100000,264560
2018-08-07,0.105000,0.105000,0.093000,0.093000,0.093000,885801
2018-08-08,0.095000,0.097000,0.095000,0.096000,0.096000,274238
2018-08-09,0.097000,0.098000,0.089000,0.089000,0.089000,1203256
2018-08-10,0.089000,0.091000,0.089000,0.090000,0.090000,812202
2018-08-13,0.091000,0.091000,0.090000,0.090000,0.090000,113713
2018-08-14,0.090000,0.094000,0.089000,0.089000,0.089000,704814
2018-08-15,0.091000,0.091000,0.085000,0.085000,0.085000,451625
2018-08-16,0.086000,0.089000,0.086000,0.088000,0.088000,425381
2018-08-17,0.088000,0.093000,0.086000,0.091000,0.091000,1049077
2018-08-20,0.093000,0.093000,0.090000,0.090000,0.090000,422642
2018-08-21,0.093000,0.093000,0.090000,0.092000,0.092000,178079
2018-08-22,0.090000,0.094000,0.090000,0.090000,0.090000,403288
2018-08-23,0.091000,0.094000,0.089000,0.094000,0.094000,386045
2018-08-24,0.093000,0.093000,0.093000,0.093000,0.093000,25000
2018-08-27,0.093000,0.093000,0.090000,0.093000,0.093000,217871
2018-08-28,0.092000,0.092000,0.089000,0.089000,0.089000,232500
2018-08-29,0.089000,0.089000,0.089000,0.089000,0.089000,180902
2018-08-30,0.089000,0.089000,0.088000,0.088000,0.088000,112652
2018-08-31,0.088000,0.088000,0.087000,0.087000,0.087000,201656
2018-09-03,0.086000,0.086000,0.083000,0.083000,0.083000,430295
2018-09-04,0.083000,0.084000,0.078000,0.078000,0.078000,847995
2018-09-05,0.084000,0.096000,0.084000,0.096000,0.096000,1869520
2018-09-06,0.100000,0.110000,0.089000,0.089000,0.089000,3728825
2018-09-07,0.092000,0.092000,0.089000,0.092000,0.092000,402283
2018-09-10,0.089000,0.089000,0.085000,0.085000,0.085000,168946
2018-09-11,0.087000,0.088000,0.085000,0.085000,0.085000,148199
2018-09-12,0.087000,0.088000,0.085000,0.088000,0.088000,132715
2018-09-13,0.088000,0.095000,0.088000,0.093000,0.093000,186477
2018-09-14,0.093000,0.093000,0.090000,0.091000,0.091000,106002
2018-09-17,0.091000,0.091000,0.089000,0.090000,0.090000,174500
2018-09-18,0.089000,0.089000,0.089000,0.089000,0.089000,70000
2018-09-19,0.090000,0.090000,0.088000,0.088000,0.088000,68634
2018-09-20,0.089000,0.090000,0.086000,0.086000,0.086000,475643
2018-09-21,0.086000,0.086000,0.084000,0.085000,0.085000,880268
2018-09-24,0.085000,0.085000,0.076000,0.084000,0.084000,1486493
2018-09-25,0.084000,0.094000,0.084000,0.086000,0.086000,666412
2018-09-26,0.090000,0.090000,0.084000,0.084000,0.084000,41238
2018-09-27,0.084000,0.084000,0.083000,0.083000,0.083000,96798
2018-09-28,0.085000,0.088000,0.085000,0.088000,0.088000,116327
2018-10-01,0.085000,0.088000,0.085000,0.088000,0.088000,116327
2018-10-02,0.087000,0.090000,0.087000,0.087000,0.087000,119590
2018-10-03,0.088000,0.089000,0.086000,0.089000,0.089000,271883
2018-10-04,0.092000,0.094000,0.090000,0.092000,0.092000,1141684
2018-10-05,0.092000,0.094000,0.091000,0.092000,0.092000,653762
2018-10-08,0.092000,0.092000,0.091000,0.091000,0.091000,223313
2018-10-09,0.091000,0.092000,0.086000,0.088000,0.088000,326528
