Exchange Date,Close,Adjusted Close,Net,%Chg,Open,Low,High,Volume,Turnover - AUD,Flow,Column1,_1,_2,_3,_4
12/13/21,0.89,,0.05,0.05952,0.85,0.835,0.895,7964188,6927537,103099877,,,,,
12/10/21,0.84,,0.03,0.03704,0.81,0.79,0.84,4539552,3696162,96172340,,,,,
12/9/21,0.81,,-0.03,-0.03571,0.84,0.81,0.84,3668938,3019248,92476178,,,,,
12/8/21,0.84,,0.015,0.01818,0.86,0.815,0.87,6973706,5835020,95495426,,,,,
12/7/21,0.825,,0.06,0.07843,0.765,0.765,0.835,5543426,4476535,89660406,,,,,
12/6/21,0.765,,-0.035,-0.04375,0.8,0.753,0.81,11115428,8592433,85183871,,,,,
12/3/21,0.8,,-0.02,-0.02439,0.85,0.8,0.85,5937439,4843111,93776304,,,,,
12/2/21,0.82,,-0.03,-0.03529,0.85,0.82,0.86,3959290,3303168,98619415,,,,,
12/1/21,0.85,,-0.025,-0.02857,0.86,0.83,0.88,7697384,6534839,101922583,,,,,
11/30/21,0.875,,0.015,0.01744,0.87,0.85,0.905,6822540,5984040,108457422,,,,,
11/29/21,0.86,,0.02,0.02381,0.8,0.745,0.875,12709261,10362159,102473382,,,,,
11/26/21,0.84,,-0.03,-0.03448,0.89,0.84,0.89,5709317,4904313,92111223,,,,,
11/25/21,0.87,,0.02,0.02353,0.86,0.85,0.91,8895623,7815004,97015536,,,,,
11/24/21,0.85,,-0.02,-0.02299,0.87,0.845,0.88,5649995,4850283,89200532,,,,,
11/23/21,0.87,,-0.04,-0.04396,0.91,0.855,0.91,8871495,7762360,94050815,,,,,
11/22/21,0.91,,0.055,0.06433,0.845,0.84,0.93,11575745,10405044,101813175,,,,,
11/19/21,0.855,,-0.045,-0.05,0.9,0.85,0.92,13208596,11445398,91408131,,,,,
11/18/21,0.9,,-0.035,-0.03743,0.93,0.885,0.93,8782229,7923998,102853529,,,,,
11/17/21,0.935,,-0.01,-0.01058,0.945,0.92,0.955,6137703,5717626,110777527,,,,,
11/16/21,0.945,,-0.03,-0.03077,0.965,0.935,0.965,7577992,7188321,116495153,,,,,
11/15/21,0.975,,-0.005,-0.0051,0.995,0.965,1.025,9143256,9027834,123683474,,,,,
11/12/21,0.98,,-0.02,-0.02,1.02,0.97,1.05,9311502,9278005,132711308,,,,,
11/11/21,1,,0.03,0.03093,0.97,0.945,1.03,12888254,12871723,141989313,,,,,
11/10/21,0.97,,-0.065,-0.0628,1.035,0.963,1.035,10445425,10354854,129117590,,,,,
11/9/21,1.035,,-0.015,-0.01429,1.08,1.035,1.08,11620055,12252303,139472444,,,,,
11/8/21,1.05,,-0.045,-0.0411,1.12,1.04,1.125,12773145,13586897,151724747,,,,,
11/5/21,1.095,,-0.005,-0.00455,1.14,1.075,1.185,22711111,25455024,165311644,,,,,
11/4/21,1.1,,0.09,0.08911,1.05,1.02,1.145,17384430,18988017,190766668,,,,,
11/3/21,1.01,,0.08,0.08602,0.95,0.935,1.035,22561645,22276778,171778651,,,,,
11/2/21,0.93,,-0.025,-0.02618,0.97,0.92,0.99,10841921,10378037,149501873,,,,,
11/1/21,0.955,,0.015,0.01596,0.98,0.935,0.99,12712082,12225586,159879910,,,,,
10/29/21,0.94,,0.05,0.05618,0.915,0.91,0.96,11223481,10549457,147654324,,,,,
10/28/21,0.89,,0.03,0.03488,0.89,0.875,0.965,16615426,15294069,137104867,,,,,
10/27/21,0.86,,-0.115,-0.11795,0.95,0.855,0.955,18590707,16586664,121810798,,,,,
10/26/21,0.975,,0.09,0.10169,0.895,0.89,1,22258483,21212369,138397462,,,,,
10/25/21,0.885,,-0.005,-0.00562,0.93,0.86,0.94,13661845,12190350,117185093,,,,,
10/22/21,0.89,,0.12,0.15584,0.785,0.785,0.91,30026279,25455911,129375443,,,,,
10/21/21,0.77,,0.01,0.01316,0.78,0.74,0.835,26970435,21153132,103919532,,,,,
10/20/21,0.76,,0.12,0.1875,0.65,0.645,0.765,28146677,20198328,82766400,,,,,
10/19/21,0.64,,0.01,0.01587,0.65,0.625,0.66,9238559,5953654,62568072,,,,,
10/18/21,0.63,,0.045,0.07692,0.61,0.605,0.66,22175675,14004655,56614418,,,,,
10/15/21,0.585,,0.02,0.0354,0.58,0.57,0.59,5995863,3475792,42609763,,,,,
10/14/21,0.565,,0.015,0.02727,0.555,0.545,0.575,5275031,2967145,39133971,,,,,
10/13/21,0.55,,0.015,0.02804,0.55,0.535,0.56,5514059,3025670,36166826,,,,,
10/12/21,0.535,,-0.005,-0.00926,0.545,0.53,0.55,4914862,2638735,33141156,,,,,
10/11/21,0.54,,-0.005,-0.00917,0.56,0.535,0.56,4499892,2448874,35779891,,,,,
10/8/21,0.545,,-0.03,-0.05217,0.585,0.545,0.59,8136134,4582631,38228765,,,,,
10/7/21,0.575,,0.015,0.02679,0.55,0.545,0.58,3980463,2230113,42811396,,,,,
10/6/21,0.56,,0.015,0.02752,0.555,0.535,0.56,6559243,3586291,40581283,,,,,
10/5/21,0.545,,-0.02,-0.0354,0.565,0.53,0.575,7553833,4144048,36994992,,,,,
10/4/21,0.565,,-0.025,-0.04237,0.595,0.565,0.605,7079880,4095547,41139040,,,,,
10/1/21,0.59,,-0.025,-0.04065,0.6,0.585,0.615,8143808,4852815,45234587,,,,,
9/30/21,0.615,,0.035,0.06034,0.6,0.58,0.625,12006350,7228739,50087402,,,,,
9/29/21,0.58,,-0.01,-0.01695,0.575,0.565,0.6,7982162,4643678,42858663,,,,,
9/28/21,0.59,,-0.01,-0.01667,0.635,0.58,0.635,10164458,6160758,47502341,,,,,
9/27/21,0.6,,-0.025,-0.04,0.63,0.59,0.645,10064086,6207362,53663099,,,,,
9/24/21,0.625,,0.045,0.07759,0.605,0.595,0.64,16314979,10131353,59870461,,,,,
9/23/21,0.58,,-0.03,-0.04918,0.63,0.58,0.635,15973519,9538953,49739108,,,,,
9/22/21,0.61,,0.095,0.18447,0.615,0.57,0.65,37498231,22959943,59278061,,,,,
9/17/21,0.515,,0.015,0.03,0.5,0.483,0.515,8291236,4115762,36318118,,,,,
9/16/21,0.5,,-0.005,-0.0099,0.52,0.495,0.535,8692871,4470802,32202356,,,,,
9/15/21,0.505,,-0.015,-0.02885,0.525,0.505,0.545,10642038,5536995,36673158,,,,,
9/14/21,0.52,,0,0,0.525,0.505,0.53,6031800,3104935,42210153,,,,,
9/13/21,0.52,,0,0,0.515,0.505,0.535,5060502,2645115,39105218,,,,,
9/10/21,0.52,,0.02,0.04,0.49,0.485,0.535,11234640,5761360,36460103,,,,,
9/9/21,0.5,,-0.04,-0.07407,0.535,0.5,0.54,7028481,3662430,30698743,,,,,
9/8/21,0.54,,0,0,0.54,0.535,0.55,4203897,2272750,34361173,,,,,
9/7/21,0.54,,-0.01,-0.01818,0.55,0.53,0.555,5943497,3218246,36633923,,,,,
9/6/21,0.55,,-0.025,-0.04348,0.575,0.55,0.575,8231977,4592346,39852169,,,,,
9/3/21,0.575,,0,0,0.585,0.575,0.605,11532768,6784756,44444515,,,,,
9/2/21,0.575,,-0.01,-0.01709,0.59,0.575,0.595,5000537,2911503,51229271,,,,,
9/1/21,0.585,,-0.025,-0.04098,0.6,0.58,0.605,6503933,3841936,54140774,,,,,
8/31/21,0.61,,-0.015,-0.024,0.645,0.58,0.645,13300005,8089211,57982710,,,,,
8/30/21,0.625,,0.075,0.13636,0.565,0.56,0.635,13344645,8031619,66071921,,,,,
8/27/21,0.55,,-0.01,-0.01786,0.57,0.55,0.57,3412585,1904441,58040302,,,,,
8/26/21,0.56,,-0.035,-0.05882,0.605,0.56,0.605,5908807,3435722,59944743,,,,,
8/25/21,0.595,,0.03,0.0531,0.575,0.57,0.605,7125446,4200906,63380465,,,,,
8/24/21,0.565,,0,0,0.575,0.56,0.585,5581438,3196670,59179559,,,,,
8/23/21,0.565,,0.035,0.06604,0.54,0.535,0.59,7046513,3964364,55982889,,,,,
8/20/21,0.53,,-0.07,-0.11667,0.595,0.52,0.61,12523815,6956688,52018525,,,,,
8/19/21,0.6,,0,0,0.61,0.59,0.64,10170821,6228950,58975213,,,,,
8/18/21,0.6,,-0.01,-0.01639,0.61,0.59,0.62,6218966,3736665,65204163,,,,,
8/17/21,0.61,,0.005,0.00826,0.61,0.57,0.62,15544799,9271450,68940828,,,,,
8/16/21,0.605,,-0.015,-0.02419,0.625,0.605,0.665,12735962,8078161,59669378,,,,,
8/13/21,0.62,,-0.015,-0.02362,0.64,0.615,0.65,7069358,4447477,67747539,,,,,
8/12/21,0.635,,0.005,0.00794,0.645,0.635,0.675,12097083,7896845,72195016,,,,,
8/11/21,0.63,,0.055,0.09565,0.63,0.615,0.655,21646316,13680477,64298171,,,,,
8/10/21,0.575,,-0.03,-0.04959,0.59,0.565,0.62,16504612,9752218,50617694,,,,,
8/9/21,0.605,,-0.055,-0.08333,0.66,0.6,0.665,21574873,13375499,60369912,,,,,
8/6/21,0.66,,0.085,0.14783,0.575,0.575,0.68,22412373,14158986,73745411,,,,,
8/5/21,0.575,,-0.025,-0.04167,0.625,0.545,0.665,25470083,15077508,59586425,,,,,
8/4/21,0.6,,0.055,0.10092,0.56,0.553,0.605,15219220,8806701,74663933,,,,,
8/3/21,0.545,,0.015,0.0283,0.505,0.49,0.56,14478633,7584504,65857232,,,,,
8/2/21,0.53,,0.065,0.13978,0.475,0.475,0.555,20078691,10383746,58272728,,,,,
7/30/21,0.465,,0.035,0.0814,0.44,0.435,0.48,15664939,7183461,47888982,,,,,
7/29/21,0.43,,0.025,0.06173,0.41,0.405,0.44,6099589,2586911,40705521,,,,,
7/28/21,0.405,,0.005,0.0125,0.405,0.39,0.42,5549094,2260002,38118610,,,,,
7/27/21,0.4,,-0.015,-0.03614,0.425,0.4,0.43,4727139,1937966,35858608,,,,,
7/26/21,0.415,,0.005,0.0122,0.42,0.415,0.44,8817802,3792316,37796574,,,,,
7/23/21,0.41,,-0.04,-0.08889,0.435,0.405,0.44,13644774,5703076,34004258,,,,,
7/22/21,0.45,,0.035,0.08434,0.425,0.41,0.45,10144554,4318981,39707334,,,,,
7/21/21,0.415,,0.025,0.0641,0.395,0.395,0.435,13419472,5597067,35388353,,,,,
7/20/21,0.39,,0.005,0.01299,0.37,0.365,0.39,5744654,2174145,29791286,,,,,
7/19/21,0.385,,0,0,0.375,0.365,0.385,3937128,1475094,27617141,,,,,
7/16/21,0.385,,0.02,0.05479,0.375,0.375,0.39,3131877,1194393,26142047,,,,,
7/15/21,0.365,,-0.015,-0.03947,0.375,0.365,0.375,2801936,1037812,24947654,,,,,
7/14/21,0.38,,-0.01,-0.02564,0.39,0.375,0.395,2468342,945732,25985466,,,,,
7/13/21,0.39,,0.005,0.01299,0.385,0.385,0.405,8807683,3476559,26931198,,,,,
7/12/21,0.385,,0.02,0.05479,0.37,0.368,0.385,3690186,1399926,23454639,,,,,
7/9/21,0.365,,-0.01,-0.02667,0.375,0.36,0.375,3377109,1242210,22054713,,,,,
7/8/21,0.375,,-0.005,-0.01316,0.385,0.365,0.39,3214128,1208550,23296923,,,,,
7/7/21,0.38,,0.01,0.02703,0.37,0.365,0.39,6546429,2504942,24505473,,,,,
7/6/21,0.37,,0.005,0.0137,0.375,0.365,0.38,4403100,1642629,22000531,,,,,
7/5/21,0.365,,0.02,0.05797,0.355,0.355,0.378,6563067,2403531,20357902,,,,,
7/2/21,0.345,,0,0,0.335,0.335,0.35,2467403,848416,17954371,,,,,
7/1/21,0.345,,0.01,0.02985,0.33,0.325,0.345,2120098,710483,17105955,,,,,
6/30/21,0.335,,0.015,0.04688,0.325,0.32,0.34,2798756,927876,16395472,,,,,
6/29/21,0.32,,-0.005,-0.01538,0.325,0.32,0.335,3834933,1245766,15467596,,,,,
6/28/21,0.325,,-0.02,-0.05797,0.35,0.315,0.353,6750827,2254695,16713362,,,,,
6/25/21,0.345,,-0.015,-0.04167,0.34,0.34,0.355,3504210,1213042,18968057,,,,,
6/24/21,0.36,,0.005,0.01408,0.35,0.33,0.368,7459748,2605671,20181099,,,,,
6/23/21,0.355,,-0.02,-0.05333,0.39,0.35,0.395,10274664,3824148,17575428,,,,,
6/22/21,0.375,,0.025,0.07143,0.365,0.365,0.39,16743711,6302594,21399576,,,,,
6/21/21,0.35,,0.045,0.14754,0.325,0.325,0.35,13921463,4745446,15096982,,,,,
6/18/21,0.305,,0,0,0.31,0.29,0.313,6537228,1990838,10351536,,,,,
6/17/21,0.305,,0.035,0.12963,0.29,0.288,0.315,13316711,4005286,8360698,,,,,
6/16/21,0.27,,0.005,0.01887,0.265,0.265,0.28,4426586,1203803,4355412,,,,,
6/15/21,0.265,,-0.005,-0.01852,0.28,0.265,0.28,2506876,679970,3151609,,,,,
6/11/21,0.27,,0,0,0.27,0.27,0.285,2825848,777404,3831579,,,,,
6/10/21,0.27,,0.005,0.01887,0.265,0.263,0.275,2365224,635650,3054175,,,,,
6/9/21,0.265,,0.005,0.01923,0.26,0.255,0.265,2881765,754948,2418525,,,,,
6/8/21,0.26,,-0.01,-0.03704,0.27,0.258,0.275,3206697,847003,1663577,,,,,
6/7/21,0.27,,0,0,0.275,0.263,0.275,2538725,684951,2510580,,,,,
6/4/21,0.27,,-0.01,-0.03571,0.285,0.265,0.285,4007528,1094851,3195531,,,,,
6/3/21,0.28,,0.02,0.07692,0.265,0.255,0.285,4520117,1223281,4290382,,,,,
6/2/21,0.26,,0,0,0.26,0.258,0.27,2629514,692416,3067101,,,,,
6/1/21,0.26,,0.01,0.04,0.255,0.255,0.26,2725450,700978,2374685,,,,,
5/31/21,0.25,,-0.01,-0.03846,0.27,0.25,0.27,3402244,873032,1673707,,,,,
5/28/21,0.26,,0,0,0.265,0.26,0.275,7695320,2022114,2546739,,,,,
5/27/21,0.26,,0,0,0.265,0.255,0.265,1171117,304458,524625,,,,,
5/26/21,0.26,,0.01,0.04,0.255,0.255,0.275,5265082,1407534,220167,,,,,
5/25/21,0.25,,0,0,0.25,0.25,0.263,3039183,775064,-1187367,,,,,
5/24/21,0.25,,-0.02,-0.07407,0.275,0.25,0.275,6164073,1608149,-412303,,,,,
5/21/21,0.27,,0.04,0.17391,0.24,0.24,0.275,10338991,2654131,1195846,,,,,
5/20/21,0.23,,0,0,0.235,0.225,0.24,3374685,788029,-1458285,,,,,
5/19/21,0.23,,0,0,0.245,0.23,0.25,4456995,1061136,-670256,,,,,
5/18/21,0.23,,-0.005,-0.02128,0.235,0.225,0.245,3235164,758648,390880,,,,,
5/17/21,0.235,,-0.01,-0.04082,0.24,0.23,0.245,4636522,1099448,1149528,,,,,
5/14/21,0.245,,0.035,0.16667,0.21,0.21,0.265,8890423,2150764,2248976,,,,,
5/13/21,0.21,,-0.015,-0.06667,0.22,0.205,0.22,9072931,1910487,98212,,,,,
5/12/21,0.225,,-0.005,-0.02174,0.23,0.22,0.23,4639460,1049196,2008699,,,,,
5/11/21,0.23,,-0.03,-0.11538,0.255,0.23,0.255,8400586,2024233,3057895,,,,,
5/10/21,0.26,,-0.005,-0.01887,0.265,0.255,0.265,3693209,959853,5082128,,,,,
5/7/21,0.265,,-0.005,-0.01852,0.265,0.255,0.27,4980053,1308965,6041981,,,,,
5/6/21,0.27,,-0.035,-0.11475,0.31,0.27,0.31,7663958,2206775,7350946,,,,,
5/5/21,0.305,,0,0,0.31,0.305,0.31,882710,270981,9557721,,,,,
5/4/21,0.305,,-0.005,-0.01613,0.315,0.305,0.315,1457203,452002,9828702,,,,,
5/3/21,0.31,,0,0,0.315,0.305,0.32,2413173,748239,10280704,,,,,
4/30/21,0.31,,-0.02,-0.06061,0.32,0.31,0.32,3111051,982085,11028943,,,,,
4/29/21,0.33,,0.025,0.08197,0.31,0.305,0.33,4451976,1416664,12011028,,,,,
4/28/21,0.305,,-0.005,-0.01613,0.31,0.305,0.315,1891383,584042,10594364,,,,,
4/27/21,0.31,,-0.005,-0.01587,0.31,0.308,0.315,2396929,744797,11178406,,,,,
4/26/21,0.315,,0.005,0.01613,0.31,0.308,0.315,2206225,686681,11923203,,,,,
4/23/21,0.31,,0,0,0.31,0.31,0.315,1722223,534279,11236522,,,,,
4/22/21,0.31,,0,0,0.31,0.31,0.32,2098390,657838,11770801,,,,,
4/21/21,0.31,,-0.01,-0.03125,0.315,0.31,0.32,2247008,705066,12428639,,,,,
4/20/21,0.32,,-0.005,-0.01538,0.32,0.315,0.325,1814716,581038,13133705,,,,,
4/19/21,0.325,,0.005,0.01563,0.33,0.315,0.335,3628922,1174807,13714743,,,,,
4/16/21,0.32,,-0.005,-0.01538,0.325,0.315,0.335,3108980,1009775,12539936,,,,,
4/15/21,0.325,,-0.005,-0.01515,0.32,0.315,0.325,2850873,910997,13549711,,,,,
4/14/21,0.33,,0.015,0.04762,0.31,0.305,0.33,6790645,2144665,14460708,,,,,
4/13/21,0.315,,-0.005,-0.01563,0.32,0.315,0.325,2268515,724319,12316043,,,,,
4/12/21,0.32,,0.005,0.01587,0.33,0.32,0.33,2046853,666265,13040362,,,,,
4/9/21,0.315,,-0.005,-0.01563,0.325,0.315,0.325,1623628,521933,12374097,,,,,
4/8/21,0.32,,-0.005,-0.01538,0.325,0.32,0.33,2522919,812215,12896030,,,,,
4/7/21,0.325,,-0.01,-0.02985,0.34,0.325,0.345,3581924,1190372,13708245,,,,,
4/6/21,0.335,,0.005,0.01515,0.34,0.335,0.345,2184316,742346,14898617,,,,,
4/1/21,0.33,,-0.005,-0.01493,0.335,0.325,0.335,2244637,746752,14156271,,,,,
3/31/21,0.335,,0.025,0.08065,0.325,0.315,0.335,5581939,1811576,14903023,,,,,
3/30/21,0.31,,0,0,0.315,0.305,0.315,2837681,882366,13091447,,,,,
3/29/21,0.31,,-0.01,-0.03125,0.32,0.31,0.325,2171159,687174,13973813,,,,,
3/26/21,0.32,,0.005,0.01587,0.31,0.305,0.32,4881061,1512069,14660987,,,,,
3/25/21,0.315,,-0.01,-0.03077,0.325,0.315,0.33,3301821,1054567,13148918,,,,,
3/24/21,0.325,,-0.005,-0.01515,0.335,0.32,0.34,4225591,1392780,14203485,,,,,
3/23/21,0.33,,0.005,0.01538,0.33,0.325,0.345,4269433,1423925,15596265,,,,,
3/22/21,0.325,,-0.01,-0.02985,0.335,0.32,0.335,3695055,1206416,14172340,,,,,
3/19/21,0.335,,0,0,0.33,0.33,0.345,4052451,1360047,15378756,,,,,
3/18/21,0.335,,-0.02,-0.05634,0.35,0.335,0.35,3483757,1191547,16738803,,,,,
3/17/21,0.355,,0.005,0.01429,0.355,0.345,0.38,12606851,4526064,17930350,,,,,
3/16/21,0.35,,0,0,0.355,0.33,0.355,3685254,1266718,13404286,,,,,
3/15/21,0.35,,0,0,0.355,0.34,0.36,4151845,1457699,12137568,,,,,
3/12/21,0.35,,0.025,0.07692,0.345,0.34,0.36,9814848,3425528,10679869,,,,,
3/11/21,0.325,,0.01,0.03175,0.32,0.31,0.335,5132876,1657003,7254341,,,,,
3/10/21,0.315,,0.005,0.01613,0.31,0.31,0.325,5854962,1850435,5597338,,,,,
3/9/21,0.31,,-0.015,-0.04615,0.325,0.3,0.33,10359997,3211028,3746903,,,,,
3/8/21,0.325,,-0.025,-0.07143,0.355,0.32,0.365,9869785,3397681,6957931,,,,,
3/5/21,0.35,,0.005,0.01449,0.325,0.305,0.355,14991992,4853939,10355612,,,,,
3/4/21,0.345,,-0.035,-0.09211,0.38,0.34,0.385,13177040,4726437,5501673,,,,,
3/3/21,0.38,,-0.025,-0.06173,0.385,0.375,0.395,10426194,3995852,10228110,,,,,
3/2/21,0.405,,0.02,0.05195,0.45,0.395,0.475,27150923,11828586,14223962,,,,,
3/1/21,0.385,,0,0,0.385,0.37,0.385,4606624,1752757,2395376,,,,,
2/26/21,0.385,,-0.005,-0.01282,0.37,0.365,0.385,6226463,2325551,4148133,,,,,
2/25/21,0.39,,0.02,0.05405,0.375,0.365,0.395,9228661,3509440,6473684,,,,,
2/24/21,0.37,,-0.035,-0.08642,0.385,0.37,0.39,12704702,4825944,2964244,,,,,
2/23/21,0.405,,-0.01,-0.0241,0.405,0.385,0.415,17778684,7081115,7790188,,,,,
2/22/21,0.415,,0.06,0.16901,0.37,0.37,0.425,26487223,10475233,14871303,,,,,
2/19/21,0.355,,0.03,0.09231,0.34,0.33,0.36,18177021,6252572,4396070,,,,,
2/18/21,0.325,,-0.015,-0.04412,0.325,0.31,0.335,9674381,3114207,-1856502,,,,,
2/17/21,0.34,,0.015,0.04615,0.335,0.315,0.35,13396620,4409313,1257705,,,,,
2/16/21,0.325,,-0.015,-0.04412,0.35,0.315,0.35,12713964,4166298,-3151608,,,,,
2/15/21,0.34,,0.03,0.09677,0.315,0.315,0.34,14732256,4849965,1014690,,,,,
2/12/21,0.31,,-0.005,-0.01587,0.31,0.305,0.325,16982649,5333017,-3835275,,,,,
2/11/21,0.315,,-0.035,-0.1,0.335,0.31,0.335,20740688,6630166,1497742,,,,,
2/10/21,0.35,,-0.035,-0.09091,0.365,0.34,0.38,20981535,7509412,8127908,,,,,
2/9/21,0.385,,0.015,0.04054,0.405,0.35,0.41,35015166,13294917,15637320,,,,,
2/8/21,0.37,,0.07,0.23333,0.32,0.295,0.37,28454544,9189554,2342403,,,,,
2/5/21,0.3,,0.025,0.09091,0.32,0.275,0.32,31166466,9273738,-6847151,,,,,
2/4/21,0.275,,0.04,0.17021,0.25,0.24,0.285,32891437,8710728,-16120889,,,,,
2/3/21,0.235,,-0.04,-0.14545,0.265,0.23,0.265,27802438,6906576,-24831617,,,,,
2/2/21,0.275,,-0.005,-0.01786,0.29,0.25,0.295,24752315,6611056,-17925041,,,,,
2/1/21,0.28,,-0.015,-0.05085,0.275,0.24,0.305,41184742,11313985,-11313985,,,,,
