Exchange Date,Close,Adjusted Close,Net,%Chg,Open,Low,High,Volume,Turnover - AUD,Flow,,,,,
18-Mar-2022,1.550,,+0.135,+9.541%,1.450,1.380,1.553,"82,066,823","125,590,111.000","456,458,716.000",,,,,
17-Mar-2022,1.415,,+0.080,+5.993%,1.390,1.390,1.505,"31,402,782","45,474,198.000","330,868,605.000",,,,,
16-Mar-2022,1.335,,+0.135,+11.250%,1.230,1.225,1.360,"21,255,811","27,579,268.000","285,394,407.000",,,,,
15-Mar-2022,1.200,,-0.055,-4.382%,1.235,1.175,1.240,"11,921,176","14,384,392.000","257,815,139.000",,,,,
14-Mar-2022,1.255,,-0.035,-2.713%,1.240,1.220,1.300,"18,738,843","23,545,232.000","272,199,531.000",,,,,
11-Mar-2022,1.290,,+0.090,+7.500%,1.205,1.170,1.335,"21,544,280","27,506,519.000","295,744,763.000",,,,,
10-Mar-2022,1.200,,+0.065,+5.727%,1.140,1.135,1.240,"20,973,912","24,997,752.000","268,238,244.000",,,,,
09-Mar-2022,1.135,,+0.130,+12.935%,1.020,1.020,1.135,"16,671,407","18,148,218.000","243,240,492.000",,,,,
08-Mar-2022,1.005,,+0.020,+2.030%,0.985,0.980,1.030,"9,912,954","9,991,850.000","225,092,274.000",,,,,
07-Mar-2022,0.985,,-0.005,-0.505%,1.010,0.975,1.030,"16,387,170","16,396,958.000","215,100,424.000",,,,,
04-Mar-2022,0.990,,-0.065,-6.161%,1.035,0.970,1.035,"21,942,451","21,836,930.000","231,497,382.000",,,,,
03-Mar-2022,1.055,,+0.080,+8.205%,0.995,0.990,1.070,"23,190,807","24,031,251.000","253,334,312.000",,,,,
02-Mar-2022,0.975,,+0.015,+1.563%,0.955,0.945,1.005,"19,003,700","18,746,318.000","229,303,061.000",,,,,
01-Mar-2022,0.960,,+0.055,+6.077%,0.920,0.905,0.985,"16,877,775","16,017,976.000","210,556,743.000",,,,,
21-Feb-2022,0.905,,-0.030,-3.209%,0.915,0.895,0.930,"6,231,208","5,668,416.000","194,538,767.000",,,,,
18-Feb-2022,0.935,,+0.035,+3.889%,0.870,0.870,0.940,"7,816,287","7,170,015.000","200,207,183.000",,,,,
17-Feb-2022,0.900,,-0.015,-1.639%,0.910,0.885,0.910,"4,501,218","4,042,697.000","193,037,168.000",,,,,
16-Feb-2022,0.915,,+0.065,+7.647%,0.875,0.875,0.915,"7,119,397","6,378,979.000","197,079,865.000",,,,,
15-Feb-2022,0.850,,+0.010,+1.190%,0.840,0.830,0.880,"7,016,541","5,983,321.000","190,700,886.000",,,,,
14-Feb-2022,0.840,,-0.065,-7.182%,0.900,0.840,0.900,"9,362,411","8,121,605.000","184,717,565.000",,,,,
11-Feb-2022,0.905,,-0.045,-4.737%,0.920,0.900,0.925,"5,742,084","5,229,855.000","192,839,170.000",,,,,
10-Feb-2022,0.950,,+0.025,+2.703%,0.920,0.915,0.950,"6,598,812","6,174,832.000","198,069,025.000",,,,,
09-Feb-2022,0.925,,+0.035,+3.933%,0.895,0.885,0.925,"6,042,377","5,489,344.000","191,894,193.000",,,,,
08-Feb-2022,0.890,,+0.010,+1.136%,0.870,0.870,0.900,"3,398,914","3,015,142.000","186,404,849.000",,,,,
07-Feb-2022,0.880,,-0.010,-1.124%,0.890,0.855,0.890,"3,611,064","3,150,008.000","183,389,707.000",,,,,
04-Feb-2022,0.890,,+0.005,+0.565%,0.875,0.860,0.900,"4,758,825","4,208,361.000","186,539,715.000",,,,,
03-Feb-2022,0.885,,-0.040,-4.324%,0.910,0.875,0.920,"5,352,073","4,764,490.000","182,331,354.000",,,,,
02-Feb-2022,0.925,,+0.010,+1.093%,0.940,0.920,0.945,"4,243,951","3,950,653.000","187,095,844.000",,,,,
01-Feb-2022,0.915,,-0.005,-0.543%,0.940,0.905,0.975,"8,927,727","8,345,160.000","183,145,191.000",,,,,
31-Jan-2022,0.920,,+0.040,+4.545%,0.900,0.875,0.930,"6,426,228","5,828,111.000","191,490,351.000",,,,,
28-Jan-2022,0.880,,+0.015,+1.734%,0.890,0.835,0.895,"7,189,445","6,261,033.000","185,662,240.000",,,,,
27-Jan-2022,0.865,,+0.030,+3.593%,0.860,0.835,0.925,"13,886,028","12,217,270.000","179,401,207.000",,,,,
25-Jan-2022,0.835,,-0.055,-6.180%,0.875,0.800,0.910,"15,659,033","13,255,508.000","167,183,937.000",,,,,
24-Jan-2022,0.890,,-0.050,-5.319%,0.910,0.860,0.920,"13,522,104","12,029,316.000","180,439,445.000",,,,,
21-Jan-2022,0.940,,-0.065,-6.468%,0.990,0.935,1.010,"13,135,985","12,648,431.000","192,468,761.000",,,,,
20-Jan-2022,1.005,,+0.020,+2.030%,1.000,0.970,1.035,"18,094,384","18,095,254.000","205,117,192.000",,,,,
19-Jan-2022,0.985,,+0.035,+3.684%,0.970,0.965,1.005,"14,368,337","14,154,333.000","187,021,938.000",,,,,
18-Jan-2022,0.950,,+0.005,+0.529%,0.965,0.945,0.980,"9,653,574","9,286,660.000","172,867,605.000",,,,,
17-Jan-2022,0.945,,-0.060,-5.970%,1.010,0.945,1.080,"24,203,582","24,279,959.000","163,580,945.000",,,,,
14-Jan-2022,1.005,,+0.015,+1.515%,0.990,0.950,1.005,"10,798,222","10,651,779.000","187,860,904.000",,,,,
13-Jan-2022,0.990,,0.000,0.000%,0.995,0.980,1.010,"9,020,524","8,970,506.000","177,209,125.000",,,,,
12-Jan-2022,0.990,,+0.005,+0.508%,1.015,0.975,1.020,"9,685,293","9,641,083.000","168,238,619.000",,,,,
11-Jan-2022,0.985,,-0.010,-1.005%,0.995,0.970,1.020,"7,755,659","7,693,296.000","158,597,536.000",,,,,
10-Jan-2022,0.995,,+0.010,+1.015%,0.995,0.970,1.020,"8,552,263","8,511,264.000","166,290,832.000",,,,,
07-Jan-2022,0.985,,+0.035,+3.684%,0.980,0.965,1.020,"12,592,452","12,487,230.000","157,779,568.000",,,,,
06-Jan-2022,0.950,,-0.075,-7.317%,1.000,0.950,1.010,"13,269,839","12,888,548.000","145,292,338.000",,,,,
05-Jan-2022,1.025,,-0.060,-5.530%,1.095,1.015,1.095,"12,782,350","13,318,312.000","158,180,886.000",,,,,
04-Jan-2022,1.085,,+0.075,+7.426%,1.035,1.035,1.110,"14,697,270","15,888,280.000","171,499,198.000",,,,,
31-Dec-2021,1.010,,+0.025,+2.538%,0.995,0.990,1.030,"5,741,722","5,794,677.000","155,610,918.000",,,,,
30-Dec-2021,0.985,,-0.020,-1.990%,1.010,0.965,1.010,"8,247,748","8,182,366.000","149,816,241.000",,,,,
29-Dec-2021,1.005,,+0.060,+6.349%,0.955,0.955,1.040,"13,331,241","13,485,249.000","157,998,607.000",,,,,
24-Dec-2021,0.945,,+0.060,+6.780%,0.900,0.885,0.955,"7,660,347","7,072,262.000","144,513,358.000",,,,,
23-Dec-2021,0.885,,+0.005,+0.568%,0.890,0.885,0.915,"7,399,130","6,655,349.000","137,441,096.000",,,,,
22-Dec-2021,0.880,,0.000,0.000%,0.920,0.875,0.933,"7,091,597","6,381,907.000","130,785,747.000",,,,,
21-Dec-2021,0.880,,+0.005,+0.571%,0.875,0.845,0.890,"6,172,341","5,367,646.000","124,403,840.000",,,,,
20-Dec-2021,0.875,,-0.055,-5.914%,0.945,0.875,0.945,"9,606,153","8,652,734.000","119,036,194.000",,,,,
17-Dec-2021,0.930,,+0.075,+8.772%,0.860,0.860,0.940,"15,748,777","14,191,665.000","127,688,928.000",,,,,
16-Dec-2021,0.855,,+0.015,+1.786%,0.865,0.840,0.875,"5,824,415","5,007,581.000","113,497,263.000",,,,,
15-Dec-2021,0.840,,+0.005,+0.599%,0.850,0.840,0.920,"13,677,028","11,983,596.000","108,489,682.000",,,,,
14-Dec-2021,0.835,,-0.055,-6.180%,0.865,0.830,0.865,"7,763,057","6,593,791.000","96,506,086.000",,,,,
13-Dec-2021,0.890,,+0.050,+5.952%,0.850,0.835,0.895,"7,964,188","6,927,537.000","103,099,877.000",,,,,
10-Dec-2021,0.840,,+0.030,+3.704%,0.810,0.790,0.840,"4,539,552","3,696,162.000","96,172,340.000",,,,,
09-Dec-2021,0.810,,-0.030,-3.571%,0.840,0.810,0.840,"3,668,938","3,019,248.000","92,476,178.000",,,,,
08-Dec-2021,0.840,,+0.015,+1.818%,0.860,0.815,0.870,"6,973,706","5,835,020.000","95,495,426.000",,,,,
07-Dec-2021,0.825,,+0.060,+7.843%,0.765,0.765,0.835,"5,543,426","4,476,535.000","89,660,406.000",,,,,
06-Dec-2021,0.765,,-0.035,-4.375%,0.800,0.753,0.810,"11,115,428","8,592,433.000","85,183,871.000",,,,,
03-Dec-2021,0.800,,-0.020,-2.439%,0.850,0.800,0.850,"5,937,439","4,843,111.000","93,776,304.000",,,,,
02-Dec-2021,0.820,,-0.030,-3.529%,0.850,0.820,0.860,"3,959,290","3,303,168.000","98,619,415.000",,,,,
01-Dec-2021,0.850,,-0.025,-2.857%,0.860,0.830,0.880,"7,697,384","6,534,839.000","101,922,583.000",,,,,
30-Nov-2021,0.875,,+0.015,+1.744%,0.870,0.850,0.905,"6,822,540","5,984,040.000","108,457,422.000",,,,,
29-Nov-2021,0.860,,+0.020,+2.381%,0.800,0.745,0.875,"12,709,261","10,362,159.000","102,473,382.000",,,,,
26-Nov-2021,0.840,,-0.030,-3.448%,0.890,0.840,0.890,"5,709,317","4,904,313.000","92,111,223.000",,,,,
25-Nov-2021,0.870,,+0.020,+2.353%,0.860,0.850,0.910,"8,895,623","7,815,004.000","97,015,536.000",,,,,
24-Nov-2021,0.850,,-0.020,-2.299%,0.870,0.845,0.880,"5,649,995","4,850,283.000","89,200,532.000",,,,,
23-Nov-2021,0.870,,-0.040,-4.396%,0.910,0.855,0.910,"8,871,495","7,762,360.000","94,050,815.000",,,,,
22-Nov-2021,0.910,,+0.055,+6.433%,0.845,0.840,0.930,"11,575,745","10,405,044.000","101,813,175.000",,,,,
19-Nov-2021,0.855,,-0.045,-5.000%,0.900,0.850,0.920,"13,208,596","11,445,398.000","91,408,131.000",,,,,
18-Nov-2021,0.900,,-0.035,-3.743%,0.930,0.885,0.930,"8,782,229","7,923,998.000","102,853,529.000",,,,,
17-Nov-2021,0.935,,-0.010,-1.058%,0.945,0.920,0.955,"6,137,703","5,717,626.000","110,777,527.000",,,,,
16-Nov-2021,0.945,,-0.030,-3.077%,0.965,0.935,0.965,"7,577,992","7,188,321.000","116,495,153.000",,,,,
15-Nov-2021,0.975,,-0.005,-0.510%,0.995,0.965,1.025,"9,143,256","9,027,834.000","123,683,474.000",,,,,
12-Nov-2021,0.980,,-0.020,-2.000%,1.020,0.970,1.050,"9,311,502","9,278,005.000","132,711,308.000",,,,,
11-Nov-2021,1.000,,+0.030,+3.093%,0.970,0.945,1.030,"12,888,254","12,871,723.000","141,989,313.000",,,,,
10-Nov-2021,0.970,,-0.065,-6.280%,1.035,0.963,1.035,"10,445,425","10,354,854.000","129,117,590.000",,,,,
09-Nov-2021,1.035,,-0.015,-1.429%,1.080,1.035,1.080,"11,620,055","12,252,303.000","139,472,444.000",,,,,
08-Nov-2021,1.050,,-0.045,-4.110%,1.120,1.040,1.125,"12,773,145","13,586,897.000","151,724,747.000",,,,,
05-Nov-2021,1.095,,-0.005,-0.455%,1.140,1.075,1.185,"22,711,111","25,455,024.000","165,311,644.000",,,,,
04-Nov-2021,1.100,,+0.090,+8.911%,1.050,1.020,1.145,"17,384,430","18,988,017.000","190,766,668.000",,,,,
03-Nov-2021,1.010,,+0.080,+8.602%,0.950,0.935,1.035,"22,561,645","22,276,778.000","171,778,651.000",,,,,
02-Nov-2021,0.930,,-0.025,-2.618%,0.970,0.920,0.990,"10,841,921","10,378,037.000","149,501,873.000",,,,,
01-Nov-2021,0.955,,+0.015,+1.596%,0.980,0.935,0.990,"12,712,082","12,225,586.000","159,879,910.000",,,,,
29-Oct-2021,0.940,,+0.050,+5.618%,0.915,0.910,0.960,"11,223,481","10,549,457.000","147,654,324.000",,,,,
28-Oct-2021,0.890,,+0.030,+3.488%,0.890,0.875,0.965,"16,615,426","15,294,069.000","137,104,867.000",,,,,
27-Oct-2021,0.860,,-0.115,-11.795%,0.950,0.855,0.955,"18,590,707","16,586,664.000","121,810,798.000",,,,,
26-Oct-2021,0.975,,+0.090,+10.169%,0.895,0.890,1.000,"22,258,483","21,212,369.000","138,397,462.000",,,,,
25-Oct-2021,0.885,,-0.005,-0.562%,0.930,0.860,0.940,"13,661,845","12,190,350.000","117,185,093.000",,,,,
22-Oct-2021,0.890,,+0.120,+15.584%,0.785,0.785,0.910,"30,026,279","25,455,911.000","129,375,443.000",,,,,
21-Oct-2021,0.770,,+0.010,+1.316%,0.780,0.740,0.835,"26,970,435","21,153,132.000","103,919,532.000",,,,,
20-Oct-2021,0.760,,+0.120,+18.750%,0.650,0.645,0.765,"28,146,677","20,198,328.000","82,766,400.000",,,,,
19-Oct-2021,0.640,,+0.010,+1.587%,0.650,0.625,0.660,"9,238,559","5,953,654.000","62,568,072.000",,,,,
18-Oct-2021,0.630,,+0.045,+7.692%,0.610,0.605,0.660,"22,175,675","14,004,655.000","56,614,418.000",,,,,
15-Oct-2021,0.585,,+0.020,+3.540%,0.580,0.570,0.590,"5,995,863","3,475,792.000","42,609,763.000",,,,,
14-Oct-2021,0.565,,+0.015,+2.727%,0.555,0.545,0.575,"5,275,031","2,967,145.000","39,133,971.000",,,,,
13-Oct-2021,0.550,,+0.015,+2.804%,0.550,0.535,0.560,"5,514,059","3,025,670.000","36,166,826.000",,,,,
12-Oct-2021,0.535,,-0.005,-0.926%,0.545,0.530,0.550,"4,914,862","2,638,735.000","33,141,156.000",,,,,
11-Oct-2021,0.540,,-0.005,-0.917%,0.560,0.535,0.560,"4,499,892","2,448,874.000","35,779,891.000",,,,,
08-Oct-2021,0.545,,-0.030,-5.217%,0.585,0.545,0.590,"8,136,134","4,582,631.000","38,228,765.000",,,,,
07-Oct-2021,0.575,,+0.015,+2.679%,0.550,0.545,0.580,"3,980,463","2,230,113.000","42,811,396.000",,,,,
06-Oct-2021,0.560,,+0.015,+2.752%,0.555,0.535,0.560,"6,559,243","3,586,291.000","40,581,283.000",,,,,
05-Oct-2021,0.545,,-0.020,-3.540%,0.565,0.530,0.575,"7,553,833","4,144,048.000","36,994,992.000",,,,,
04-Oct-2021,0.565,,-0.025,-4.237%,0.595,0.565,0.605,"7,079,880","4,095,547.000","41,139,040.000",,,,,
01-Oct-2021,0.590,,-0.025,-4.065%,0.600,0.585,0.615,"8,143,808","4,852,815.000","45,234,587.000",,,,,
30-Sep-2021,0.615,,+0.035,+6.034%,0.600,0.580,0.625,"12,006,350","7,228,739.000","50,087,402.000",,,,,
29-Sep-2021,0.580,,-0.010,-1.695%,0.575,0.565,0.600,"7,982,162","4,643,678.000","42,858,663.000",,,,,
28-Sep-2021,0.590,,-0.010,-1.667%,0.635,0.580,0.635,"10,164,458","6,160,758.000","47,502,341.000",,,,,
27-Sep-2021,0.600,,-0.025,-4.000%,0.630,0.590,0.645,"10,064,086","6,207,362.000","53,663,099.000",,,,,
24-Sep-2021,0.625,,+0.045,+7.759%,0.605,0.595,0.640,"16,314,979","10,131,353.000","59,870,461.000",,,,,
23-Sep-2021,0.580,,-0.030,-4.918%,0.630,0.580,0.635,"15,973,519","9,538,953.000","49,739,108.000",,,,,
22-Sep-2021,0.610,,+0.095,+18.447%,0.615,0.570,0.650,"37,498,231","22,959,943.000","59,278,061.000",,,,,
17-Sep-2021,0.515,,+0.015,+3.000%,0.500,0.483,0.515,"8,291,236","4,115,762.000","36,318,118.000",,,,,
16-Sep-2021,0.500,,-0.005,-0.990%,0.520,0.495,0.535,"8,692,871","4,470,802.000","32,202,356.000",,,,,
15-Sep-2021,0.505,,-0.015,-2.885%,0.525,0.505,0.545,"10,642,038","5,536,995.000","36,673,158.000",,,,,
14-Sep-2021,0.520,,0.000,0.000%,0.525,0.505,0.530,"6,031,800","3,104,935.000","42,210,153.000",,,,,
13-Sep-2021,0.520,,0.000,0.000%,0.515,0.505,0.535,"5,060,502","2,645,115.000","39,105,218.000",,,,,
10-Sep-2021,0.520,,+0.020,+4.000%,0.490,0.485,0.535,"11,234,640","5,761,360.000","36,460,103.000",,,,,
09-Sep-2021,0.500,,-0.040,-7.407%,0.535,0.500,0.540,"7,028,481","3,662,430.000","30,698,743.000",,,,,
08-Sep-2021,0.540,,0.000,0.000%,0.540,0.535,0.550,"4,203,897","2,272,750.000","34,361,173.000",,,,,
07-Sep-2021,0.540,,-0.010,-1.818%,0.550,0.530,0.555,"5,943,497","3,218,246.000","36,633,923.000",,,,,
06-Sep-2021,0.550,,-0.025,-4.348%,0.575,0.550,0.575,"8,231,977","4,592,346.000","39,852,169.000",,,,,
03-Sep-2021,0.575,,0.000,0.000%,0.585,0.575,0.605,"11,532,768","6,784,756.000","44,444,515.000",,,,,
02-Sep-2021,0.575,,-0.010,-1.709%,0.590,0.575,0.595,"5,000,537","2,911,503.000","51,229,271.000",,,,,
01-Sep-2021,0.585,,-0.025,-4.098%,0.600,0.580,0.605,"6,503,933","3,841,936.000","54,140,774.000",,,,,
31-Aug-2021,0.610,,-0.015,-2.400%,0.645,0.580,0.645,"13,300,005","8,089,211.000","57,982,710.000",,,,,
30-Aug-2021,0.625,,+0.075,+13.636%,0.565,0.560,0.635,"13,344,645","8,031,619.000","66,071,921.000",,,,,
27-Aug-2021,0.550,,-0.010,-1.786%,0.570,0.550,0.570,"3,412,585","1,904,441.000","58,040,302.000",,,,,
26-Aug-2021,0.560,,-0.035,-5.882%,0.605,0.560,0.605,"5,908,807","3,435,722.000","59,944,743.000",,,,,
25-Aug-2021,0.595,,+0.030,+5.310%,0.575,0.570,0.605,"7,125,446","4,200,906.000","63,380,465.000",,,,,
24-Aug-2021,0.565,,0.000,0.000%,0.575,0.560,0.585,"5,581,438","3,196,670.000","59,179,559.000",,,,,
23-Aug-2021,0.565,,+0.035,+6.604%,0.540,0.535,0.590,"7,046,513","3,964,364.000","55,982,889.000",,,,,
20-Aug-2021,0.530,,-0.070,-11.667%,0.595,0.520,0.610,"12,523,815","6,956,688.000","52,018,525.000",,,,,
19-Aug-2021,0.600,,0.000,0.000%,0.610,0.590,0.640,"10,170,821","6,228,950.000","58,975,213.000",,,,,
18-Aug-2021,0.600,,-0.010,-1.639%,0.610,0.590,0.620,"6,218,966","3,736,665.000","65,204,163.000",,,,,
17-Aug-2021,0.610,,+0.005,+0.826%,0.610,0.570,0.620,"15,544,799","9,271,450.000","68,940,828.000",,,,,
16-Aug-2021,0.605,,-0.015,-2.419%,0.625,0.605,0.665,"12,735,962","8,078,161.000","59,669,378.000",,,,,
13-Aug-2021,0.620,,-0.015,-2.362%,0.640,0.615,0.650,"7,069,358","4,447,477.000","67,747,539.000",,,,,
12-Aug-2021,0.635,,+0.005,+0.794%,0.645,0.635,0.675,"12,097,083","7,896,845.000","72,195,016.000",,,,,
11-Aug-2021,0.630,,+0.055,+9.565%,0.630,0.615,0.655,"21,646,316","13,680,477.000","64,298,171.000",,,,,
10-Aug-2021,0.575,,-0.030,-4.959%,0.590,0.565,0.620,"16,504,612","9,752,218.000","50,617,694.000",,,,,
09-Aug-2021,0.605,,-0.055,-8.333%,0.660,0.600,0.665,"21,574,873","13,375,499.000","60,369,912.000",,,,,
06-Aug-2021,0.660,,+0.085,+14.783%,0.575,0.575,0.680,"22,412,373","14,158,986.000","73,745,411.000",,,,,
05-Aug-2021,0.575,,-0.025,-4.167%,0.625,0.545,0.665,"25,470,083","15,077,508.000","59,586,425.000",,,,,
04-Aug-2021,0.600,,+0.055,+10.092%,0.560,0.553,0.605,"15,219,220","8,806,701.000","74,663,933.000",,,,,
03-Aug-2021,0.545,,+0.015,+2.830%,0.505,0.490,0.560,"14,478,633","7,584,504.000","65,857,232.000",,,,,
02-Aug-2021,0.530,,+0.065,+13.978%,0.475,0.475,0.555,"20,078,691","10,383,746.000","58,272,728.000",,,,,
30-Jul-2021,0.465,,+0.035,+8.140%,0.440,0.435,0.480,"15,664,939","7,183,461.000","47,888,982.000",,,,,
29-Jul-2021,0.430,,+0.025,+6.173%,0.410,0.405,0.440,"6,099,589","2,586,911.000","40,705,521.000",,,,,
28-Jul-2021,0.405,,+0.005,+1.250%,0.405,0.390,0.420,"5,549,094","2,260,002.000","38,118,610.000",,,,,
27-Jul-2021,0.400,,-0.015,-3.614%,0.425,0.400,0.430,"4,727,139","1,937,966.000","35,858,608.000",,,,,
26-Jul-2021,0.415,,+0.005,+1.220%,0.420,0.415,0.440,"8,817,802","3,792,316.000","37,796,574.000",,,,,
23-Jul-2021,0.410,,-0.040,-8.889%,0.435,0.405,0.440,"13,644,774","5,703,076.000","34,004,258.000",,,,,
22-Jul-2021,0.450,,+0.035,+8.434%,0.425,0.410,0.450,"10,144,554","4,318,981.000","39,707,334.000",,,,,
21-Jul-2021,0.415,,+0.025,+6.410%,0.395,0.395,0.435,"13,419,472","5,597,067.000","35,388,353.000",,,,,
20-Jul-2021,0.390,,+0.005,+1.299%,0.370,0.365,0.390,"5,744,654","2,174,145.000","29,791,286.000",,,,,
19-Jul-2021,0.385,,0.000,0.000%,0.375,0.365,0.385,"3,937,128","1,475,094.000","27,617,141.000",,,,,
16-Jul-2021,0.385,,+0.020,+5.479%,0.375,0.375,0.390,"3,131,877","1,194,393.000","26,142,047.000",,,,,
15-Jul-2021,0.365,,-0.015,-3.947%,0.375,0.365,0.375,"2,801,936","1,037,812.000","24,947,654.000",,,,,
14-Jul-2021,0.380,,-0.010,-2.564%,0.390,0.375,0.395,"2,468,342","945,732.000","25,985,466.000",,,,,
13-Jul-2021,0.390,,+0.005,+1.299%,0.385,0.385,0.405,"8,807,683","3,476,559.000","26,931,198.000",,,,,
12-Jul-2021,0.385,,+0.020,+5.479%,0.370,0.368,0.385,"3,690,186","1,399,926.000","23,454,639.000",,,,,
09-Jul-2021,0.365,,-0.010,-2.667%,0.375,0.360,0.375,"3,377,109","1,242,210.000","22,054,713.000",,,,,
08-Jul-2021,0.375,,-0.005,-1.316%,0.385,0.365,0.390,"3,214,128","1,208,550.000","23,296,923.000",,,,,
07-Jul-2021,0.380,,+0.010,+2.703%,0.370,0.365,0.390,"6,546,429","2,504,942.000","24,505,473.000",,,,,
06-Jul-2021,0.370,,+0.005,+1.370%,0.375,0.365,0.380,"4,403,100","1,642,629.000","22,000,531.000",,,,,
05-Jul-2021,0.365,,+0.020,+5.797%,0.355,0.355,0.378,"6,563,067","2,403,531.000","20,357,902.000",,,,,
02-Jul-2021,0.345,,0.000,0.000%,0.335,0.335,0.350,"2,467,403","848,416.000","17,954,371.000",,,,,
01-Jul-2021,0.345,,+0.010,+2.985%,0.330,0.325,0.345,"2,120,098","710,483.000","17,105,955.000",,,,,
30-Jun-2021,0.335,,+0.015,+4.688%,0.325,0.320,0.340,"2,798,756","927,876.000","16,395,472.000",,,,,
29-Jun-2021,0.320,,-0.005,-1.538%,0.325,0.320,0.335,"3,834,933","1,245,766.000","15,467,596.000",,,,,
28-Jun-2021,0.325,,-0.020,-5.797%,0.350,0.315,0.353,"6,750,827","2,254,695.000","16,713,362.000",,,,,
25-Jun-2021,0.345,,-0.015,-4.167%,0.340,0.340,0.355,"3,504,210","1,213,042.000","18,968,057.000",,,,,
24-Jun-2021,0.360,,+0.005,+1.408%,0.350,0.330,0.368,"7,459,748","2,605,671.000","20,181,099.000",,,,,
23-Jun-2021,0.355,,-0.020,-5.333%,0.390,0.350,0.395,"10,274,664","3,824,148.000","17,575,428.000",,,,,
22-Jun-2021,0.375,,+0.025,+7.143%,0.365,0.365,0.390,"16,743,711","6,302,594.000","21,399,576.000",,,,,
21-Jun-2021,0.350,,+0.045,+14.754%,0.325,0.325,0.350,"13,921,463","4,745,446.000","15,096,982.000",,,,,
18-Jun-2021,0.305,,0.000,0.000%,0.310,0.290,0.313,"6,537,228","1,990,838.000","10,351,536.000",,,,,
17-Jun-2021,0.305,,+0.035,+12.963%,0.290,0.288,0.315,"13,316,711","4,005,286.000","8,360,698.000",,,,,
16-Jun-2021,0.270,,+0.005,+1.887%,0.265,0.265,0.280,"4,426,586","1,203,803.000","4,355,412.000",,,,,
15-Jun-2021,0.265,,-0.005,-1.852%,0.280,0.265,0.280,"2,506,876","679,970.000","3,151,609.000",,,,,
11-Jun-2021,0.270,,0.000,0.000%,0.270,0.270,0.285,"2,825,848","777,404.000","3,831,579.000",,,,,
10-Jun-2021,0.270,,+0.005,+1.887%,0.265,0.263,0.275,"2,365,224","635,650.000","3,054,175.000",,,,,
09-Jun-2021,0.265,,+0.005,+1.923%,0.260,0.255,0.265,"2,881,765","754,948.000","2,418,525.000",,,,,
08-Jun-2021,0.260,,-0.010,-3.704%,0.270,0.258,0.275,"3,206,697","847,003.000","1,663,577.000",,,,,
07-Jun-2021,0.270,,0.000,0.000%,0.275,0.263,0.275,"2,538,725","684,951.000","2,510,580.000",,,,,
04-Jun-2021,0.270,,-0.010,-3.571%,0.285,0.265,0.285,"4,007,528","1,094,851.000","3,195,531.000",,,,,
03-Jun-2021,0.280,,+0.020,+7.692%,0.265,0.255,0.285,"4,520,117","1,223,281.000","4,290,382.000",,,,,
02-Jun-2021,0.260,,0.000,0.000%,0.260,0.258,0.270,"2,629,514","692,416.000","3,067,101.000",,,,,
01-Jun-2021,0.260,,+0.010,+4.000%,0.255,0.255,0.260,"2,725,450","700,978.000","2,374,685.000",,,,,
31-May-2021,0.250,,-0.010,-3.846%,0.270,0.250,0.270,"3,402,244","873,032.000","1,673,707.000",,,,,
28-May-2021,0.260,,0.000,0.000%,0.265,0.260,0.275,"7,695,320","2,022,114.000","2,546,739.000",,,,,
27-May-2021,0.260,,0.000,0.000%,0.265,0.255,0.265,"1,171,117","304,458.000","524,625.000",,,,,
26-May-2021,0.260,,+0.010,+4.000%,0.255,0.255,0.275,"5,265,082","1,407,534.000","220,167.000",,,,,
25-May-2021,0.250,,0.000,0.000%,0.250,0.250,0.263,"3,039,183","775,064.000","-1,187,367.000",,,,,
24-May-2021,0.250,,-0.020,-7.407%,0.275,0.250,0.275,"6,164,073","1,608,149.000","-412,303.000",,,,,
21-May-2021,0.270,,+0.040,+17.391%,0.240,0.240,0.275,"10,338,991","2,654,131.000","1,195,846.000",,,,,
20-May-2021,0.230,,0.000,0.000%,0.235,0.225,0.240,"3,374,685","788,029.000","-1,458,285.000",,,,,
19-May-2021,0.230,,0.000,0.000%,0.245,0.230,0.250,"4,456,995","1,061,136.000","-670,256.000",,,,,
18-May-2021,0.230,,-0.005,-2.128%,0.235,0.225,0.245,"3,235,164","758,648.000","390,880.000",,,,,
17-May-2021,0.235,,-0.010,-4.082%,0.240,0.230,0.245,"4,636,522","1,099,448.000","1,149,528.000",,,,,
14-May-2021,0.245,,+0.035,+16.667%,0.210,0.210,0.265,"8,890,423","2,150,764.000","2,248,976.000",,,,,
13-May-2021,0.210,,-0.015,-6.667%,0.220,0.205,0.220,"9,072,931","1,910,487.000","98,212.000",,,,,
12-May-2021,0.225,,-0.005,-2.174%,0.230,0.220,0.230,"4,639,460","1,049,196.000","2,008,699.000",,,,,
11-May-2021,0.230,,-0.030,-11.538%,0.255,0.230,0.255,"8,400,586","2,024,233.000","3,057,895.000",,,,,
10-May-2021,0.260,,-0.005,-1.887%,0.265,0.255,0.265,"3,693,209","959,853.000","5,082,128.000",,,,,
07-May-2021,0.265,,-0.005,-1.852%,0.265,0.255,0.270,"4,980,053","1,308,965.000","6,041,981.000",,,,,
06-May-2021,0.270,,-0.035,-11.475%,0.310,0.270,0.310,"7,663,958","2,206,775.000","7,350,946.000",,,,,
05-May-2021,0.305,,0.000,0.000%,0.310,0.305,0.310,"882,710","270,981.000","9,557,721.000",,,,,
